Delivery_ID,Order_ID,Rider_ID,Pickup_Time,Delivery_Time,Distance_km,Tip
DEL01219,ORD04874,RID008,2023-06-21 16:47:00,2023-06-21 17:16:00,12,0.91
DEL01220,ORD04875,RID023,2023-06-21 17:30:00,2023-06-21 17:46:00,7.96,4.45
DEL01221,ORD04876,RID003,2023-06-21 19:08:00,2023-06-21 19:36:00,11.09,12.45
DEL01222,ORD04881,RID008,2023-06-22 02:41:00,2023-06-22 03:00:00,17.52,10.05
DEL01223,ORD04882,RID013,2023-06-22 03:01:00,2023-06-22 03:30:00,10.26,1.29
DEL01224,ORD04887,RID011,2023-06-22 06:53:00,2023-06-22 07:12:00,14.9,11.42
DEL01225,ORD04889,RID006,2023-06-22 10:11:00,2023-06-22 10:36:00,9.26,10.49
DEL01226,ORD04894,RID021,2023-06-22 11:45:00,2023-06-22 12:16:00,6.68,6.78
DEL01227,ORD04895,RID009,2023-06-22 13:43:00,2023-06-22 14:22:00,1.67,14.35
DEL01228,ORD04899,RID013,2023-06-22 16:39:00,2023-06-22 17:21:00,2.84,8.68
DEL01229,ORD04905,RID012,2023-06-22 20:08:00,2023-06-22 20:42:00,19.42,7.32
DEL01230,ORD04907,RID006,2023-06-22 22:17:00,2023-06-22 22:58:00,6.95,7.15
DEL01231,ORD04915,RID002,2023-06-23 09:49:00,2023-06-23 10:21:00,5.34,14.91
DEL01232,ORD04921,RID011,2023-06-23 15:25:00,2023-06-23 16:03:00,7.22,5.24
DEL01233,ORD04939,RID014,2023-06-24 08:41:00,2023-06-24 09:02:00,12.1,3.42
DEL01234,ORD04945,RID008,2023-06-24 12:13:00,2023-06-24 12:42:00,13.41,14.47
DEL01235,ORD04948,RID021,2023-06-24 15:42:00,2023-06-24 16:13:00,4.99,3.73
DEL01236,ORD04956,RID006,2023-06-24 21:53:00,2023-06-24 22:26:00,14.89,12.53
DEL01237,ORD04957,RID004,2023-06-24 23:43:00,2023-06-25 00:01:00,19.73,2.14
DEL01238,ORD04959,RID002,2023-06-25 00:40:00,2023-06-25 01:01:00,12.03,7.47
DEL01239,ORD04960,RID022,2023-06-25 00:48:00,2023-06-25 01:20:00,8.48,11.56
DEL01240,ORD04968,RID005,2023-06-25 07:50:00,2023-06-25 08:08:00,10.78,9.33
DEL01241,ORD04969,RID002,2023-06-25 08:16:00,2023-06-25 08:48:00,12.69,9.7
DEL01242,ORD04974,RID008,2023-06-25 12:26:00,2023-06-25 12:48:00,17.5,11.24
DEL01243,ORD04975,RID012,2023-06-25 12:59:00,2023-06-25 13:16:00,13.12,2.6
DEL01244,ORD04979,RID005,2023-06-25 14:56:00,2023-06-25 15:13:00,18.56,12.6
DEL01245,ORD04988,RID012,2023-06-25 23:41:00,2023-06-26 00:18:00,2.47,14.75
DEL01246,ORD04992,RID016,2023-06-26 03:08:00,2023-06-26 03:39:00,9.92,1.65
DEL01247,ORD04996,RID004,2023-06-26 06:20:00,2023-06-26 06:43:00,8.75,13.84
DEL01248,ORD05001,RID002,2023-06-26 11:17:00,2023-06-26 11:41:00,10.81,12.18
DEL01249,ORD05005,RID023,2023-06-26 13:25:00,2023-06-26 13:49:00,18.44,11.74
DEL01250,ORD05013,RID004,2023-06-26 23:44:00,2023-06-27 00:29:00,2.98,2.61
DEL01251,ORD05024,RID014,2023-06-27 07:41:00,2023-06-27 08:00:00,13.88,4.1
DEL01252,ORD05023,RID024,2023-06-27 07:50:00,2023-06-27 08:12:00,3.19,13.81
DEL01253,ORD05022,RID016,2023-06-27 07:42:00,2023-06-27 08:25:00,17.25,9.7
DEL01254,ORD05031,RID006,2023-06-27 13:28:00,2023-06-27 13:57:00,1.02,9.31
DEL01255,ORD05039,RID012,2023-06-27 21:52:00,2023-06-27 22:37:00,17.14,13.71
DEL01256,ORD05041,RID020,2023-06-27 22:40:00,2023-06-27 23:14:00,11.07,1.46
DEL01257,ORD05042,RID009,2023-06-27 22:50:00,2023-06-27 23:21:00,7.21,7.1
DEL01258,ORD05043,RID010,2023-06-28 00:11:00,2023-06-28 00:33:00,9.92,11.81
DEL01259,ORD05044,RID006,2023-06-28 03:19:00,2023-06-28 03:40:00,19.14,5.98
DEL01260,ORD05045,RID018,2023-06-28 03:59:00,2023-06-28 04:37:00,3.94,0.7
DEL01261,ORD05046,RID020,2023-06-28 05:09:00,2023-06-28 05:33:00,17.99,4.58
DEL01262,ORD05049,RID011,2023-06-28 11:01:00,2023-06-28 11:45:00,2.33,1.22
DEL01263,ORD05051,RID018,2023-06-28 11:26:00,2023-06-28 12:11:00,18.75,7.38
DEL01264,ORD05052,RID006,2023-06-28 13:02:00,2023-06-28 13:24:00,1.26,0.53
DEL01265,ORD05059,RID016,2023-06-28 16:25:00,2023-06-28 17:09:00,10.95,2.99
DEL01266,ORD05060,RID007,2023-06-28 17:28:00,2023-06-28 17:54:00,4.5,2.82
DEL01267,ORD05061,RID002,2023-06-28 18:49:00,2023-06-28 19:17:00,6.62,1.42
DEL01268,ORD05062,RID007,2023-06-28 19:22:00,2023-06-28 19:40:00,14.16,10.21
DEL01269,ORD05063,RID014,2023-06-28 19:22:00,2023-06-28 19:50:00,4.8,7.73
DEL01270,ORD05073,RID020,2023-06-29 04:34:00,2023-06-29 05:07:00,8.81,5.98
DEL01271,ORD05076,RID025,2023-06-29 05:53:00,2023-06-29 06:30:00,19.29,13.71
DEL01272,ORD05075,RID009,2023-06-29 05:50:00,2023-06-29 06:32:00,12.31,0.29
DEL01273,ORD05077,RID025,2023-06-29 07:05:00,2023-06-29 07:29:00,2.43,14.84
DEL01274,ORD05078,RID010,2023-06-29 07:29:00,2023-06-29 07:59:00,13.07,5.56
DEL01275,ORD05085,RID002,2023-06-29 12:41:00,2023-06-29 13:25:00,7.1,6.29
DEL01276,ORD05093,RID009,2023-06-29 18:51:00,2023-06-29 19:19:00,10.76,9.73
DEL01277,ORD05096,RID006,2023-06-29 20:38:00,2023-06-29 21:20:00,13.14,5.58
DEL01278,ORD05097,RID022,2023-06-29 21:04:00,2023-06-29 21:43:00,4.68,13.53
DEL01279,ORD05102,RID016,2023-06-30 02:40:00,2023-06-30 03:18:00,5.96,5.47
DEL01280,ORD05106,RID005,2023-06-30 04:39:00,2023-06-30 05:20:00,19.68,5.27
DEL01281,ORD05108,RID023,2023-06-30 05:59:00,2023-06-30 06:16:00,15.19,2.44
DEL01282,ORD05113,RID007,2023-06-30 09:14:00,2023-06-30 09:30:00,1.67,5.43
DEL01283,ORD05114,RID003,2023-06-30 09:49:00,2023-06-30 10:24:00,1.49,11.56
DEL01284,ORD05119,RID009,2023-06-30 15:54:00,2023-06-30 16:36:00,5.84,7.38
DEL01285,ORD05131,RID016,2023-07-01 04:00:00,2023-07-01 04:36:00,5.34,5.87
DEL01286,ORD05135,RID002,2023-07-01 06:54:00,2023-07-01 07:37:00,5.61,5.69
DEL01287,ORD05146,RID023,2023-07-01 15:39:00,2023-07-01 15:56:00,11.78,2.18
DEL01288,ORD05149,RID025,2023-07-01 17:39:00,2023-07-01 18:09:00,19.58,9.51
DEL01289,ORD05155,RID017,2023-07-02 03:39:00,2023-07-02 03:59:00,2.44,2.9
DEL01290,ORD05157,RID003,2023-07-02 05:29:00,2023-07-02 05:56:00,6.75,9.7
DEL01291,ORD05161,RID024,2023-07-02 07:47:00,2023-07-02 08:18:00,7.64,9.22
DEL01292,ORD05163,RID023,2023-07-02 08:25:00,2023-07-02 09:10:00,5.68,7.67
DEL01293,ORD05166,RID023,2023-07-02 11:17:00,2023-07-02 11:56:00,6.43,14.02
DEL01294,ORD05168,RID017,2023-07-02 14:30:00,2023-07-02 14:45:00,19.59,7.62
DEL01295,ORD05169,RID022,2023-07-02 14:35:00,2023-07-02 15:06:00,9.19,12.73
DEL01296,ORD05176,RID015,2023-07-02 22:02:00,2023-07-02 22:46:00,7.79,2.95
DEL01297,ORD05183,RID014,2023-07-03 06:46:00,2023-07-03 07:30:00,5.79,8.58
DEL01298,ORD05185,RID003,2023-07-03 07:15:00,2023-07-03 07:44:00,6.97,4.74
DEL01299,ORD05189,RID016,2023-07-03 08:50:00,2023-07-03 09:32:00,19.94,12.75
DEL01300,ORD05192,RID016,2023-07-03 09:30:00,2023-07-03 09:45:00,14.33,14.41
DEL01301,ORD05197,RID024,2023-07-03 14:14:00,2023-07-03 14:52:00,2.45,10.58
DEL01302,ORD05206,RID014,2023-07-04 02:51:00,2023-07-04 03:30:00,19.13,1.27
DEL01303,ORD05210,RID017,2023-07-04 06:57:00,2023-07-04 07:12:00,9.1,1.21
DEL01304,ORD05212,RID002,2023-07-04 08:15:00,2023-07-04 08:46:00,19.89,9.41
DEL01305,ORD05217,RID005,2023-07-04 11:56:00,2023-07-04 12:40:00,17.16,8.98
DEL01306,ORD05228,RID002,2023-07-04 23:22:00,2023-07-04 23:54:00,19.95,5.68
DEL01307,ORD05229,RID016,2023-07-05 00:02:00,2023-07-05 00:38:00,19.27,7.77
DEL01308,ORD05230,RID013,2023-07-05 00:44:00,2023-07-05 01:28:00,6.2,13.58
DEL01309,ORD05231,RID002,2023-07-05 01:31:00,2023-07-05 01:47:00,4.2,10.58
DEL01310,ORD05238,RID004,2023-07-05 10:52:00,2023-07-05 11:15:00,10.07,2.02
DEL01311,ORD05245,RID001,2023-07-05 17:38:00,2023-07-05 17:53:00,3.81,9.2
DEL01312,ORD05247,RID013,2023-07-05 18:24:00,2023-07-05 18:58:00,1.34,11.05
DEL01313,ORD05248,RID002,2023-07-05 18:33:00,2023-07-05 19:17:00,10.63,9.5
DEL01314,ORD05249,RID020,2023-07-05 19:21:00,2023-07-05 20:05:00,5.3,6.83
DEL01315,ORD05252,RID023,2023-07-05 21:00:00,2023-07-05 21:33:00,1.91,8.07
DEL01316,ORD05253,RID009,2023-07-05 22:13:00,2023-07-05 22:56:00,18.45,0.58
DEL01317,ORD05268,RID019,2023-07-06 10:58:00,2023-07-06 11:18:00,19.15,11.72
DEL01318,ORD05269,RID011,2023-07-06 12:23:00,2023-07-06 12:53:00,7.72,14.54
DEL01319,ORD05270,RID008,2023-07-06 12:44:00,2023-07-06 13:14:00,9.04,10.55
DEL01320,ORD05275,RID011,2023-07-06 16:31:00,2023-07-06 17:04:00,19.03,5.71
DEL01321,ORD05286,RID023,2023-07-07 05:48:00,2023-07-07 06:19:00,13.52,10.48
DEL01322,ORD05287,RID020,2023-07-07 06:10:00,2023-07-07 06:31:00,18.09,5.7
DEL01323,ORD05293,RID002,2023-07-07 13:38:00,2023-07-07 14:08:00,16.41,5.59
DEL01324,ORD05297,RID007,2023-07-07 15:41:00,2023-07-07 16:07:00,7.8,8.32
DEL01325,ORD05299,RID012,2023-07-07 21:54:00,2023-07-07 22:12:00,14.35,11.34
DEL01326,ORD05305,RID004,2023-07-07 23:17:00,2023-07-07 23:55:00,4.89,10.83
DEL01327,ORD05319,RID013,2023-07-08 15:33:00,2023-07-08 16:13:00,13.13,6.51
DEL01328,ORD05335,RID020,2023-07-09 06:41:00,2023-07-09 07:23:00,4.23,13.06
DEL01329,ORD05338,RID006,2023-07-09 07:45:00,2023-07-09 08:09:00,11.93,0.23
DEL01330,ORD05345,RID005,2023-07-09 13:15:00,2023-07-09 13:30:00,12.25,9.49
DEL01331,ORD05349,RID024,2023-07-09 15:23:00,2023-07-09 15:47:00,12.16,5.65
DEL01332,ORD05352,RID006,2023-07-09 18:01:00,2023-07-09 18:38:00,10.4,1.62
DEL01333,ORD05354,RID015,2023-07-09 18:52:00,2023-07-09 19:16:00,15.56,9.18
DEL01334,ORD05363,RID006,2023-07-10 00:32:00,2023-07-10 00:56:00,10.83,9.3
DEL01335,ORD05365,RID010,2023-07-10 03:56:00,2023-07-10 04:34:00,3.19,7.54
DEL01336,ORD05376,RID008,2023-07-10 13:27:00,2023-07-10 14:04:00,14.51,7.93
DEL01337,ORD05377,RID022,2023-07-10 13:53:00,2023-07-10 14:14:00,7.89,13.58
DEL01338,ORD05380,RID014,2023-07-10 16:08:00,2023-07-10 16:30:00,2.83,9.79
DEL01339,ORD05386,RID023,2023-07-10 21:08:00,2023-07-10 21:37:00,4.94,10.34
DEL01340,ORD05388,RID020,2023-07-10 21:07:00,2023-07-10 21:41:00,3.59,13.51
DEL01341,ORD05391,RID010,2023-07-10 22:26:00,2023-07-10 22:58:00,8.16,12.56
DEL01342,ORD05395,RID013,2023-07-11 04:38:00,2023-07-11 05:14:00,5.63,9.42
DEL01343,ORD05407,RID005,2023-07-11 12:49:00,2023-07-11 13:21:00,5.56,0.26
DEL01344,ORD05414,RID022,2023-07-11 20:06:00,2023-07-11 20:48:00,15.75,7.57
DEL01345,ORD05424,RID008,2023-07-12 09:11:00,2023-07-12 09:38:00,7.04,2.65
DEL01346,ORD05425,RID006,2023-07-12 13:17:00,2023-07-12 13:54:00,5.44,11.29
DEL01347,ORD05433,RID013,2023-07-12 16:06:00,2023-07-12 16:27:00,16.35,14.84
DEL01348,ORD05437,RID014,2023-07-12 18:43:00,2023-07-12 19:02:00,2.95,1.88
DEL01349,ORD05441,RID008,2023-07-12 19:33:00,2023-07-12 20:18:00,2.84,8.23
DEL01350,ORD05443,RID010,2023-07-12 21:56:00,2023-07-12 22:22:00,2.05,3.34
DEL01351,ORD05445,RID005,2023-07-12 22:12:00,2023-07-12 22:48:00,17.26,13.45
DEL01352,ORD05457,RID011,2023-07-13 08:20:00,2023-07-13 08:44:00,1.42,3.88
DEL01353,ORD05458,RID025,2023-07-13 08:31:00,2023-07-13 08:52:00,18.91,5.43
DEL01354,ORD05474,RID018,2023-07-13 23:57:00,2023-07-14 00:12:00,9.62,8.36
DEL01355,ORD05479,RID018,2023-07-14 05:51:00,2023-07-14 06:13:00,4.76,11.44
DEL01356,ORD05482,RID020,2023-07-14 07:10:00,2023-07-14 07:30:00,11.67,3.39
DEL01357,ORD05481,RID012,2023-07-14 06:56:00,2023-07-14 07:35:00,13.69,11.43
DEL01358,ORD05485,RID012,2023-07-14 10:13:00,2023-07-14 10:30:00,9.79,2.89
DEL01359,ORD05490,RID021,2023-07-14 13:15:00,2023-07-14 13:45:00,1.43,3.18
DEL01360,ORD05496,RID001,2023-07-14 18:09:00,2023-07-14 18:37:00,1.97,2.09
DEL01361,ORD05499,RID004,2023-07-14 22:18:00,2023-07-14 22:41:00,1.93,1.31
DEL01362,ORD05500,RID021,2023-07-15 00:01:00,2023-07-15 00:35:00,10.71,11.34
DEL01363,ORD05506,RID015,2023-07-15 02:17:00,2023-07-15 02:42:00,5.65,3.75
DEL01364,ORD05509,RID007,2023-07-15 04:22:00,2023-07-15 05:01:00,14.07,9.62
DEL01365,ORD05510,RID011,2023-07-15 08:44:00,2023-07-15 09:07:00,6.65,14.51
DEL01366,ORD05520,RID006,2023-07-15 12:23:00,2023-07-15 12:53:00,19.53,6.42
DEL01367,ORD05521,RID010,2023-07-15 13:04:00,2023-07-15 13:46:00,5.2,2.37
DEL01368,ORD05522,RID009,2023-07-15 16:17:00,2023-07-15 16:58:00,5.59,13.63
DEL01369,ORD05524,RID007,2023-07-15 16:43:00,2023-07-15 17:25:00,16.33,8.17
DEL01370,ORD05526,RID020,2023-07-15 18:09:00,2023-07-15 18:36:00,9.16,7.46
DEL01371,ORD05525,RID019,2023-07-15 17:54:00,2023-07-15 18:39:00,10.04,1.88
DEL01372,ORD05538,RID014,2023-07-16 06:00:00,2023-07-16 06:43:00,2.29,7.29
DEL01373,ORD05540,RID024,2023-07-16 06:37:00,2023-07-16 07:13:00,18.98,8.43
DEL01374,ORD05541,RID012,2023-07-16 07:35:00,2023-07-16 07:57:00,10.8,2.05
DEL01375,ORD05545,RID022,2023-07-16 10:54:00,2023-07-16 11:18:00,2.38,4.24
DEL01376,ORD05559,RID025,2023-07-16 20:56:00,2023-07-16 21:26:00,13.65,6.23
DEL01377,ORD05561,RID014,2023-07-16 21:16:00,2023-07-16 21:32:00,2.81,7.54
DEL01378,ORD05563,RID002,2023-07-16 21:59:00,2023-07-16 22:16:00,9.12,7.28
DEL01379,ORD05568,RID016,2023-07-17 02:07:00,2023-07-17 02:49:00,12.95,4.65
DEL01380,ORD05579,RID021,2023-07-17 10:56:00,2023-07-17 11:36:00,9.43,10.34
DEL01381,ORD05580,RID021,2023-07-17 11:40:00,2023-07-17 12:12:00,8.93,3.98
DEL01382,ORD05583,RID020,2023-07-17 14:18:00,2023-07-17 14:39:00,17.61,4.2
DEL01383,ORD05584,RID004,2023-07-17 15:21:00,2023-07-17 15:46:00,14.65,3.37
DEL01384,ORD05585,RID002,2023-07-17 15:44:00,2023-07-17 16:27:00,3.16,4.28
DEL01385,ORD05586,RID001,2023-07-17 17:49:00,2023-07-17 18:21:00,2.65,10.21
DEL01386,ORD05591,RID007,2023-07-17 21:41:00,2023-07-17 22:26:00,9.04,0.96
DEL01387,ORD05597,RID009,2023-07-18 10:59:00,2023-07-18 11:43:00,3.25,0.17
DEL01388,ORD05600,RID015,2023-07-18 13:06:00,2023-07-18 13:26:00,16.68,10.36
DEL01389,ORD05605,RID022,2023-07-18 19:44:00,2023-07-18 20:12:00,19.75,14.33
DEL01390,ORD05611,RID004,2023-07-18 23:43:00,2023-07-19 00:07:00,8.51,8.13
DEL01391,ORD05620,RID018,2023-07-19 06:00:00,2023-07-19 06:37:00,3.16,0.54
DEL01392,ORD05626,RID011,2023-07-19 10:28:00,2023-07-19 11:13:00,12.42,13.72
DEL01393,ORD05635,RID014,2023-07-19 17:38:00,2023-07-19 18:06:00,3.77,0.14
DEL01394,ORD05639,RID019,2023-07-19 21:26:00,2023-07-19 21:59:00,1.35,5.74
DEL01395,ORD05643,RID003,2023-07-19 23:46:00,2023-07-20 00:07:00,9.71,4.47
DEL01396,ORD05646,RID017,2023-07-20 00:29:00,2023-07-20 00:53:00,7.4,11.2
DEL01397,ORD05648,RID018,2023-07-20 03:49:00,2023-07-20 04:06:00,10.85,4.77
DEL01398,ORD05651,RID011,2023-07-20 05:11:00,2023-07-20 05:44:00,13.52,0.45
DEL01399,ORD05654,RID002,2023-07-20 07:17:00,2023-07-20 07:45:00,11.62,4.24
DEL01400,ORD05655,RID019,2023-07-20 09:05:00,2023-07-20 09:20:00,9.29,6.68
DEL01401,ORD05666,RID017,2023-07-20 15:09:00,2023-07-20 15:44:00,17.64,1.33
DEL01402,ORD05672,RID004,2023-07-20 23:08:00,2023-07-20 23:34:00,4.11,7.4
DEL01403,ORD05675,RID020,2023-07-21 00:47:00,2023-07-21 01:02:00,3.26,1.71
DEL01404,ORD05676,RID017,2023-07-21 02:56:00,2023-07-21 03:29:00,2.38,3.75
DEL01405,ORD05679,RID008,2023-07-21 03:53:00,2023-07-21 04:25:00,8.82,9.59
DEL01406,ORD05691,RID012,2023-07-21 09:56:00,2023-07-21 10:31:00,6.35,5.06
DEL01407,ORD05693,RID018,2023-07-21 11:03:00,2023-07-21 11:38:00,15.23,2.62
DEL01408,ORD05697,RID022,2023-07-21 12:24:00,2023-07-21 12:41:00,7.86,5.35
DEL01409,ORD05700,RID002,2023-07-21 14:51:00,2023-07-21 15:22:00,1.94,14.64
DEL01410,ORD05706,RID011,2023-07-21 19:21:00,2023-07-21 19:58:00,6.11,8.56
DEL01411,ORD05707,RID025,2023-07-21 19:57:00,2023-07-21 20:23:00,7.43,11.28
DEL01412,ORD05708,RID011,2023-07-21 20:48:00,2023-07-21 21:27:00,1.08,9.94
DEL01413,ORD05716,RID003,2023-07-22 11:23:00,2023-07-22 11:41:00,16.76,12.88
DEL01414,ORD05722,RID018,2023-07-22 18:46:00,2023-07-22 19:21:00,16.89,7.65
DEL01415,ORD05731,RID004,2023-07-23 02:05:00,2023-07-23 02:37:00,3.49,10.24
DEL01416,ORD05735,RID001,2023-07-23 03:47:00,2023-07-23 04:09:00,11.22,5.59
DEL01417,ORD05743,RID016,2023-07-23 07:58:00,2023-07-23 08:24:00,17.43,4.56
DEL01418,ORD05744,RID016,2023-07-23 08:50:00,2023-07-23 09:18:00,12.19,4.37
DEL01419,ORD05748,RID017,2023-07-23 10:59:00,2023-07-23 11:20:00,7.37,13.53
DEL01420,ORD05750,RID013,2023-07-23 11:01:00,2023-07-23 11:41:00,4.26,6.61
DEL01421,ORD05751,RID020,2023-07-23 12:13:00,2023-07-23 12:43:00,5.35,1.92
DEL01422,ORD05760,RID014,2023-07-23 16:43:00,2023-07-23 17:00:00,6.85,0.53
DEL01423,ORD05759,RID003,2023-07-23 16:32:00,2023-07-23 17:08:00,8.36,13.54
DEL01424,ORD05763,RID008,2023-07-23 17:39:00,2023-07-23 18:23:00,13.42,13.93
DEL01425,ORD05767,RID011,2023-07-23 20:56:00,2023-07-23 21:33:00,5.8,9.1
DEL01426,ORD05770,RID005,2023-07-23 22:49:00,2023-07-23 23:25:00,12.76,8.03
DEL01427,ORD05781,RID014,2023-07-24 08:35:00,2023-07-24 08:52:00,7.58,9.94
DEL01428,ORD05785,RID005,2023-07-24 12:12:00,2023-07-24 12:30:00,9.45,2.17
DEL01429,ORD05790,RID010,2023-07-24 15:50:00,2023-07-24 16:06:00,5.56,10.11
DEL01430,ORD05791,RID016,2023-07-24 16:24:00,2023-07-24 16:53:00,1.02,4.13
DEL01431,ORD05793,RID008,2023-07-24 17:29:00,2023-07-24 18:02:00,10.04,10.13
DEL01432,ORD05795,RID002,2023-07-24 18:09:00,2023-07-24 18:28:00,4.44,7.98
DEL01433,ORD05796,RID006,2023-07-24 21:03:00,2023-07-24 21:23:00,12.74,14.46
DEL01434,ORD05807,RID018,2023-07-25 10:04:00,2023-07-25 10:26:00,3.74,13.45
DEL01435,ORD05811,RID021,2023-07-25 13:52:00,2023-07-25 14:28:00,14.79,2.07
DEL01436,ORD05815,RID003,2023-07-25 17:04:00,2023-07-25 17:32:00,11.35,0.27
DEL01437,ORD05820,RID024,2023-07-25 19:47:00,2023-07-25 20:10:00,3.28,14.75
DEL01438,ORD05831,RID019,2023-07-26 10:23:00,2023-07-26 11:02:00,14.73,7.84
DEL01439,ORD05832,RID003,2023-07-26 12:07:00,2023-07-26 12:43:00,6.01,14.42
DEL01440,ORD05835,RID024,2023-07-26 14:37:00,2023-07-26 14:57:00,17.75,0.94
DEL01441,ORD05837,RID013,2023-07-26 15:52:00,2023-07-26 16:35:00,19.77,6.86
DEL01442,ORD05839,RID024,2023-07-26 16:50:00,2023-07-26 17:08:00,12.03,8.21
DEL01443,ORD05840,RID004,2023-07-26 18:17:00,2023-07-26 18:49:00,6.68,11.78
DEL01444,ORD05841,RID003,2023-07-26 19:32:00,2023-07-26 20:03:00,19.12,9.5
DEL01445,ORD05844,RID025,2023-07-26 23:38:00,2023-07-27 00:23:00,3.55,7.14
DEL01446,ORD05850,RID001,2023-07-27 05:53:00,2023-07-27 06:33:00,10.53,12.71
DEL01447,ORD05855,RID002,2023-07-27 10:14:00,2023-07-27 10:33:00,12.28,8.22
DEL01448,ORD05865,RID024,2023-07-27 21:34:00,2023-07-27 21:56:00,18.87,4.5
DEL01449,ORD05868,RID001,2023-07-27 21:45:00,2023-07-27 22:06:00,16.33,4.08
DEL01450,ORD05867,RID021,2023-07-27 21:34:00,2023-07-27 22:07:00,3.56,10.86
DEL01451,ORD05886,RID005,2023-07-28 19:09:00,2023-07-28 19:52:00,13.05,1.97
DEL01452,ORD05889,RID010,2023-07-28 20:34:00,2023-07-28 21:06:00,4.56,8.84
DEL01453,ORD05891,RID004,2023-07-28 22:10:00,2023-07-28 22:51:00,10.35,1.01
DEL01454,ORD05897,RID013,2023-07-29 02:47:00,2023-07-29 03:04:00,4.49,0.59
DEL01455,ORD05903,RID022,2023-07-29 08:20:00,2023-07-29 08:54:00,10.73,2.27
DEL01456,ORD05904,RID021,2023-07-29 09:47:00,2023-07-29 10:03:00,17.38,11.42
DEL01457,ORD05906,RID012,2023-07-29 11:39:00,2023-07-29 12:24:00,12.95,13.63
DEL01458,ORD05907,RID016,2023-07-29 12:50:00,2023-07-29 13:23:00,10.51,4.03
DEL01459,ORD05910,RID019,2023-07-29 17:05:00,2023-07-29 17:40:00,19.02,9.24
DEL01460,ORD05912,RID002,2023-07-29 17:21:00,2023-07-29 18:02:00,15.65,9.18
DEL01461,ORD05911,RID013,2023-07-29 17:33:00,2023-07-29 18:12:00,14.12,8.77
DEL01462,ORD05921,RID023,2023-07-30 01:40:00,2023-07-30 02:12:00,6.61,10.33
DEL01463,ORD05922,RID001,2023-07-30 02:14:00,2023-07-30 02:36:00,11.85,11.72
DEL01464,ORD05930,RID008,2023-07-30 10:52:00,2023-07-30 11:16:00,16.96,1.25
DEL01465,ORD05939,RID015,2023-07-30 23:02:00,2023-07-30 23:45:00,3.28,13.17
DEL01466,ORD05952,RID025,2023-07-31 08:57:00,2023-07-31 09:42:00,6.85,1.61
DEL01467,ORD05954,RID006,2023-07-31 13:49:00,2023-07-31 14:16:00,11.17,9
DEL01468,ORD05955,RID022,2023-07-31 14:45:00,2023-07-31 15:06:00,4.13,3.4
DEL01469,ORD05957,RID003,2023-07-31 15:43:00,2023-07-31 16:25:00,7.18,13.21
DEL01470,ORD05958,RID016,2023-07-31 15:55:00,2023-07-31 16:36:00,8.59,4.79
DEL01471,ORD05965,RID017,2023-07-31 22:20:00,2023-07-31 22:58:00,16.28,14.86
DEL01472,ORD05977,RID017,2023-08-01 08:18:00,2023-08-01 08:53:00,15.53,6.66
DEL01473,ORD05979,RID009,2023-08-01 10:19:00,2023-08-01 10:53:00,12.43,12.11
DEL01474,ORD05980,RID012,2023-08-01 10:47:00,2023-08-01 11:32:00,9.77,7.89
DEL01475,ORD05981,RID002,2023-08-01 11:34:00,2023-08-01 12:12:00,1.89,7.31
DEL01476,ORD05985,RID013,2023-08-01 14:48:00,2023-08-01 15:14:00,4.95,11.34
DEL01477,ORD05987,RID018,2023-08-01 20:23:00,2023-08-01 20:43:00,6.7,3.65
DEL01478,ORD05988,RID004,2023-08-01 20:28:00,2023-08-01 21:04:00,1.41,7.71
DEL01479,ORD05992,RID022,2023-08-02 01:06:00,2023-08-02 01:46:00,16.46,0.32
DEL01480,ORD05999,RID019,2023-08-02 04:28:00,2023-08-02 04:45:00,14.38,2.05
DEL01481,ORD06003,RID018,2023-08-02 11:17:00,2023-08-02 11:32:00,8.74,8.59
DEL01482,ORD06013,RID001,2023-08-02 18:22:00,2023-08-02 18:42:00,3.21,7.27
DEL01483,ORD06012,RID001,2023-08-02 18:08:00,2023-08-02 18:44:00,1.46,7.82
DEL01484,ORD06011,RID006,2023-08-02 18:05:00,2023-08-02 18:47:00,15.94,0.14
DEL01485,ORD06021,RID010,2023-08-03 04:45:00,2023-08-03 05:16:00,16.03,4.83
DEL01486,ORD06025,RID025,2023-08-03 09:02:00,2023-08-03 09:24:00,5.16,6.63
DEL01487,ORD06031,RID009,2023-08-03 13:25:00,2023-08-03 14:06:00,7.65,10.57
DEL01488,ORD06035,RID011,2023-08-03 15:27:00,2023-08-03 15:43:00,18.24,14.76
DEL01489,ORD06037,RID015,2023-08-03 16:30:00,2023-08-03 17:07:00,13.67,6.49
DEL01490,ORD06042,RID024,2023-08-03 19:32:00,2023-08-03 19:50:00,8.43,3.54
DEL01491,ORD06045,RID005,2023-08-03 22:28:00,2023-08-03 22:47:00,18.93,7.98
DEL01492,ORD06046,RID017,2023-08-03 22:57:00,2023-08-03 23:18:00,4.83,13.84
DEL01493,ORD06049,RID022,2023-08-04 05:32:00,2023-08-04 05:55:00,10.14,0.37
DEL01494,ORD06058,RID023,2023-08-04 18:11:00,2023-08-04 18:36:00,5.94,14.66
DEL01495,ORD06061,RID007,2023-08-04 21:42:00,2023-08-04 22:08:00,1.02,13.03
DEL01496,ORD06063,RID005,2023-08-04 23:03:00,2023-08-04 23:28:00,7.17,5.83
DEL01497,ORD06068,RID006,2023-08-05 03:48:00,2023-08-05 04:12:00,14.28,9.99
